accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,brier,model,seed,fold
0.74375,0.8405797101449275,0.6590909090909091,0.7388535031847133,0.508606063909334,0.8615845959595959,0.8960333765048474,0.20361242246840394,LR-TFIDF,62,3
0.94375,1.0,0.8977272727272727,0.9461077844311377,0.8932971498777985,0.9845328282828284,0.9898719254961971,0.05012676150345029,LR-SBERT,62,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006982434997957366,LR-Structural,62,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0020757125568229224,LR-SBERT+Structural,62,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0020785431566402316,LR-All,62,3
0.6728395061728395,0.7678571428571429,0.5180722891566265,0.6187050359712231,0.3715471151940568,0.8281226170504804,0.8201621225205933,0.21143391451015897,LR-TFIDF,62,4
0.9320987654320988,0.9390243902439024,0.927710843373494,0.9333333333333333,0.8642220245853025,0.9824614915357633,0.9853591101421431,0.05496316968225174,LR-SBERT,62,4
0.9876543209876543,0.9764705882352941,1.0,0.9880952380952381,0.975576657085229,1.0,1.0,0.003271812883843937,LR-Structural,62,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0022828887341462723,LR-SBERT+Structural,62,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0022852225618706294,LR-All,62,4
0.7125,0.8082191780821918,0.6483516483516484,0.7195121951219512,0.44292089465308354,0.8563465519987259,0.891726102104541,0.20841068630747617,LR-TFIDF,72,0
0.9625,0.967032967032967,0.967032967032967,0.967032967032967,0.9235547061634019,0.9949036470775601,0.9965060153175525,0.029252614337214582,LR-SBERT,72,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0002037670329256534,LR-Structural,72,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00011465786957566845,LR-SBERT+Structural,72,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00011521297129345018,LR-All,72,0
0.8050314465408805,0.7631578947368421,0.8169014084507042,0.7891156462585034,0.6094367129642496,0.8810819462227913,0.8502294097003311,0.198492793423683,LR-TFIDF,72,1
0.9811320754716981,0.9594594594594594,1.0,0.9793103448275862,0.9626788738985677,0.9985595390524968,0.9982297750932541,0.017469680079157886,LR-SBERT,72,1
1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,6.11308348365171e-05,LR-Structural,72,1
1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,7.753616608042851e-05,LR-SBERT+Structural,72,1
1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,7.758381657700247e-05,LR-All,72,1
0.845679012345679,0.8787878787878788,0.7733333333333333,0.8226950354609929,0.69146725103048,0.9393103448275862,0.9404872346221563,0.19385187929043077,LR-TFIDF,72,2
0.9382716049382716,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8758620689655172,0.9840613026819924,0.9818726706265721,0.05178870168993677,LR-SBERT,72,2
0.9938271604938271,1.0,0.9866666666666667,0.9932885906040269,0.9876510241246882,1.0,1.0,0.0030588199022137017,LR-Structural,72,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005892764477972745,LR-SBERT+Structural,72,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005891416004023574,LR-All,72,2
0.73125,0.7910447761194029,0.6463414634146342,0.7114093959731543,0.47299516376068934,0.8797686053783614,0.880740973903209,0.2016697307720608,LR-TFIDF,72,3
0.925,0.9375,0.9146341463414634,0.9259259259259259,0.8502657495766041,0.982801751094434,0.9871801305916451,0.04510921088472834,LR-SBERT,72,3
0.9875,0.9761904761904762,1.0,0.9879518072289156,0.9752742953446232,1.0,1.0,0.003172861941639038,LR-Structural,72,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0036798564954589443,LR-SBERT+Structural,72,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0036823875334474855,LR-All,72,3
0.775,0.803030303030303,0.6973684210526315,0.7464788732394366,0.5504217028827665,0.818295739348371,0.7890420958323909,0.21262284119444436,LR-TFIDF,72,4
0.9375,0.9714285714285714,0.8947368421052632,0.9315068493150684,0.876714274438291,0.9805764411027569,0.9790440627729909,0.05674542797930589,LR-SBERT,72,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.2190225105165993e-05,LR-Structural,72,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008426664573909319,LR-SBERT+Structural,72,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000847887201662806,LR-All,72,4
0.8198757763975155,0.8271604938271605,0.8170731707317073,0.8220858895705522,0.6397592297224506,0.891015745600494,0.8820223214669096,0.20339731545540024,LR-TFIDF,82,0
0.9565217391304348,0.9629629629629629,0.9512195121951219,0.9570552147239264,0.9131038849307642,0.9915097252238345,0.9933443966414341,0.02957107538235108,LR-SBERT,82,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00018133039836081217,LR-Structural,82,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0002204940061026375,LR-SBERT+Structural,82,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00021986640529927332,LR-All,82,0
0.8364779874213837,0.8082191780821918,0.8309859154929577,0.8194444444444444,0.6702877279503252,0.9102112676056338,0.8890033788335877,0.20002024973892182,LR-TFIDF,82,1
0.9622641509433962,0.9850746268656716,0.9295774647887324,0.9565217391304348,0.9244491435232474,0.9932778489116517,0.9919028467975872,0.028601191335208862,LR-SBERT,82,1
0.9937106918238994,1.0,0.9859154929577465,0.9929078014184397,0.9873387416635092,1.0,0.9999999999999998,0.0020190458514979435,LR-Structural,82,1
1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0007118465144716579,LR-SBERT+Structural,82,1
1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0007126718182025084,LR-All,82,1
0.7625,0.8333333333333334,0.6410256410256411,0.7246376811594203,0.5359302005896912,0.8200437773608505,0.852089002003881,0.205313180853896,LR-TFIDF,82,2
0.95625,0.9733333333333334,0.9358974358974359,0.954248366013072,0.9130072636208565,0.984208880550344,0.9866020911037882,0.04191933248918513,LR-SBERT,82,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.477517700656768e-05,LR-Structural,82,2
0.99375,1.0,0.9871794871794872,0.9935483870967742,0.9875655717056404,1.0,1.0,0.0019836659865594356,LR-SBERT+Structural,82,2
0.99375,1.0,0.9871794871794872,0.9935483870967742,0.9875655717056404,1.0,1.0,0.001976450492946268,LR-All,82,2
0.7547169811320755,0.8166666666666667,0.6363636363636364,0.7153284671532847,0.5177865091379065,0.8756731073804245,0.8705386075696291,0.20386523899245587,LR-TFIDF,82,3
0.9622641509433962,0.9733333333333334,0.948051948051948,0.9605263157894737,0.924687425402986,0.9925562242635413,0.9929720076562978,0.03198306294552521,LR-SBERT,82,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.546999917649926e-05,LR-Structural,82,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003404740821420716,LR-SBERT+Structural,82,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003400551098905374,LR-All,82,3
0.808641975308642,0.8589743589743589,0.7701149425287356,0.8121212121212121,0.6221623722396309,0.8662068965517241,0.8888197161019817,0.20317390052437986,LR-TFIDF,82,4
0.9012345679012346,0.927710843373494,0.8850574712643678,0.9058823529411765,0.8030906154413666,0.9724137931034482,0.9791090584101451,0.07713006512530962,LR-SBERT,82,4
0.9876543209876543,0.9775280898876404,1.0,0.9886363636363636,0.975428456708796,1.0,1.0,0.0038960054231199615,LR-Structural,82,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0024487027538570723,LR-SBERT+Structural,82,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0024559231436534477,LR-All,82,4
