experiment,model,split,n,threshold,accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,brier,ece,seed,fold,template,source_domain,artifact_condition,adversarial_rate
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9503105590062112,0.9759036144578314,0.9310344827586207,0.9529411764705882,0.9014904927335694,0.9951848400124262,0.9956431271586318,,,42.0,2.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,2.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,2.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,2.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.775,0.782608695652174,0.72,0.75,0.5476686769721053,0.8730980392156863,0.8627449310165292,,,42.0,3.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9375,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8745098039215686,0.9821176470588235,0.984908328712334,,,42.0,3.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,3.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,3.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,3.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.7267080745341615,0.8428571428571429,0.6413043478260869,0.7283950617283951,0.48105119936474167,0.8459357277882797,0.8723690557215489,,,42.0,4.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9627329192546584,0.9886363636363636,0.9456521739130435,0.9666666666666667,0.9256349284439844,0.9900756143667298,0.9917725734052736,,,42.0,4.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,4.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,4.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,4.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.8301886792452831,0.8285714285714286,0.7945205479452054,0.8111888111888111,0.6575040419762631,0.9106403313157057,0.9013022299887252,,,52.0,0.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9685534591194969,0.9594594594594594,0.9726027397260274,0.9659863945578231,0.9368241062151559,0.9969735584581076,0.9963791024263089,,,52.0,0.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,,,52.0,0.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,,,52.0,0.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,,,52.0,0.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.7530864197530864,0.7733333333333333,0.7160493827160493,0.7435897435897436,0.5075672576839418,0.8590153939948179,0.8729796626511921,,,52.0,1.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9506172839506173,0.9620253164556962,0.9382716049382716,0.95,0.9015094183400432,0.9885688157293095,0.9896856750555441,,,52.0,1.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,0.9876543209876543,0.9759036144578314,1.0,0.9878048780487805,0.9756060828611426,1.0,1.0,,,52.0,1.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,52.0,1.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,52.0,1.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.7453416149068323,0.8771929824561403,0.5952380952380952,0.7092198581560284,0.5267988929085796,0.8365800865800866,0.8764844280974272,,,52.0,2.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9503105590062112,0.9634146341463414,0.9404761904761905,0.9518072289156626,0.9008190544678669,0.9901051329622758,0.9912293122536355,,,52.0,2.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,,,52.0,2.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,,,52.0,2.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,,,52.0,2.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.6855345911949685,0.7619047619047619,0.5783132530120482,0.6575342465753424,0.38904696996766114,0.7791693088142041,0.7604673796936876,,,52.0,3.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9308176100628931,0.9615384615384616,0.9036144578313253,0.9316770186335404,0.8634566307112242,0.9733671528218135,0.9765482713311167,,,52.0,3.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,,,52.0,3.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,,,52.0,3.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,,,52.0,3.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.84375,0.8181818181818182,0.8513513513513513,0.8344370860927153,0.6871046362548686,0.893306096794469,0.8938947287651111,,,52.0,4.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.925,0.918918918918919,0.918918918918919,0.918918918918919,0.8491514770584538,0.9798868636077939,0.9782931693845629,,,52.0,4.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,52.0,4.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,52.0,4.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,52.0,4.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.8490566037735849,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.698005698005698,0.9112060778727447,0.9188089594097981,,,62.0,0.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.949685534591195,0.9397590361445783,0.9629629629629629,0.9512195121951219,0.899572593250604,0.98559670781893,0.9847482709705483,,,62.0,0.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,,,62.0,0.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,,,62.0,0.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,,,62.0,0.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.7484276729559748,0.6190476190476191,0.8666666666666667,0.7222222222222222,0.5276792647483948,0.8683501683501683,0.8290603416868868,,,62.0,1.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9622641509433962,0.921875,0.9833333333333333,0.9516129032258065,0.9220259368097625,0.9927609427609428,0.9867093226788569,,,62.0,1.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,1.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,1.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,1.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.7018633540372671,0.7868852459016393,0.5783132530120482,0.6666666666666666,0.4240782004537281,0.8378127896200185,0.8260820012701333,,,62.0,2.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9316770186335404,0.95,0.9156626506024096,0.9325153374233128,0.8639803304406781,0.9876428792091443,0.9892334125210399,,,62.0,2.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,2.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,2.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,2.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.74375,0.8405797101449275,0.6590909090909091,0.7388535031847133,0.508606063909334,0.8615845959595959,0.8960333765048474,,,62.0,3.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.94375,1.0,0.8977272727272727,0.9461077844311377,0.8932971498777985,0.9845328282828284,0.9898719254961971,,,62.0,3.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,3.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,3.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,3.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.6728395061728395,0.7678571428571429,0.5180722891566265,0.6187050359712231,0.3715471151940568,0.8281226170504804,0.8201621225205933,,,62.0,4.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9320987654320988,0.9390243902439024,0.927710843373494,0.9333333333333333,0.8642220245853025,0.9824614915357633,0.9853591101421431,,,62.0,4.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,0.9876543209876543,0.9764705882352941,1.0,0.9880952380952381,0.975576657085229,1.0,1.0,,,62.0,4.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,4.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,4.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.7125,0.8082191780821918,0.6483516483516484,0.7195121951219512,0.44292089465308354,0.8563465519987259,0.891726102104541,,,72.0,0.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9625,0.967032967032967,0.967032967032967,0.967032967032967,0.9235547061634019,0.9949036470775601,0.9965060153175525,,,72.0,0.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,0.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,0.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,0.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.8050314465408805,0.7631578947368421,0.8169014084507042,0.7891156462585034,0.6094367129642496,0.8810819462227913,0.8502294097003311,,,72.0,1.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9811320754716981,0.9594594594594594,1.0,0.9793103448275862,0.9626788738985677,0.9985595390524968,0.9982297750932541,,,72.0,1.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,,,72.0,1.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,,,72.0,1.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,,,72.0,1.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.845679012345679,0.8787878787878788,0.7733333333333333,0.8226950354609929,0.69146725103048,0.9393103448275862,0.9404872346221563,,,72.0,2.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9382716049382716,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8758620689655172,0.9840613026819924,0.9818726706265721,,,72.0,2.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,0.9938271604938271,1.0,0.9866666666666667,0.9932885906040269,0.9876510241246882,1.0,1.0,,,72.0,2.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,2.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,2.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.73125,0.7910447761194029,0.6463414634146342,0.7114093959731543,0.47299516376068934,0.8797686053783614,0.880740973903209,,,72.0,3.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.925,0.9375,0.9146341463414634,0.9259259259259259,0.8502657495766041,0.982801751094434,0.9871801305916451,,,72.0,3.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,0.9875,0.9761904761904762,1.0,0.9879518072289156,0.9752742953446232,1.0,1.0,,,72.0,3.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,3.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,3.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.775,0.803030303030303,0.6973684210526315,0.7464788732394366,0.5504217028827665,0.818295739348371,0.7890420958323909,,,72.0,4.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9375,0.9714285714285714,0.8947368421052632,0.9315068493150684,0.876714274438291,0.9805764411027569,0.9790440627729909,,,72.0,4.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,4.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,4.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,72.0,4.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.8198757763975155,0.8271604938271605,0.8170731707317073,0.8220858895705522,0.6397592297224506,0.891015745600494,0.8820223214669096,,,82.0,0.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9565217391304348,0.9629629629629629,0.9512195121951219,0.9570552147239264,0.9131038849307642,0.9915097252238345,0.9933443966414341,,,82.0,0.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,0.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,0.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,0.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.8364779874213837,0.8082191780821918,0.8309859154929577,0.8194444444444444,0.6702877279503252,0.9102112676056338,0.8890033788335877,,,82.0,1.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9622641509433962,0.9850746268656716,0.9295774647887324,0.9565217391304348,0.9244491435232474,0.9932778489116517,0.9919028467975872,,,82.0,1.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,0.9937106918238994,1.0,0.9859154929577465,0.9929078014184397,0.9873387416635092,1.0,0.9999999999999998,,,82.0,1.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,,,82.0,1.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,,,82.0,1.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.7625,0.8333333333333334,0.6410256410256411,0.7246376811594203,0.5359302005896912,0.8200437773608505,0.852089002003881,,,82.0,2.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.95625,0.9733333333333334,0.9358974358974359,0.954248366013072,0.9130072636208565,0.984208880550344,0.9866020911037882,,,82.0,2.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,2.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,0.99375,1.0,0.9871794871794872,0.9935483870967742,0.9875655717056404,1.0,1.0,,,82.0,2.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,0.99375,1.0,0.9871794871794872,0.9935483870967742,0.9875655717056404,1.0,1.0,,,82.0,2.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.7547169811320755,0.8166666666666667,0.6363636363636364,0.7153284671532847,0.5177865091379065,0.8756731073804245,0.8705386075696291,,,82.0,3.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9622641509433962,0.9733333333333334,0.948051948051948,0.9605263157894737,0.924687425402986,0.9925562242635413,0.9929720076562978,,,82.0,3.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,3.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,3.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,3.0,,,,
main_cv,LR-TFIDF,synthetic_dev,801,0.47,0.808641975308642,0.8589743589743589,0.7701149425287356,0.8121212121212121,0.6221623722396309,0.8662068965517241,0.8888197161019817,,,82.0,4.0,,,,
main_cv,LR-SBERT,synthetic_dev,801,0.64,0.9012345679012346,0.927710843373494,0.8850574712643678,0.9058823529411765,0.8030906154413666,0.9724137931034482,0.9791090584101451,,,82.0,4.0,,,,
main_cv,LR-Structural,synthetic_dev,801,0.51,0.9876543209876543,0.9775280898876404,1.0,0.9886363636363636,0.975428456708796,1.0,1.0,,,82.0,4.0,,,,
main_cv,LR-SBERT+Structural,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,4.0,,,,
main_cv,LR-All,synthetic_dev,801,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,4.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.98125,0.9620253164556962,1.0,0.9806451612903225,0.9631548522638618,1.0,1.0,,,42.0,0.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999996,,,42.0,1.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9813664596273292,0.9883720930232558,0.9770114942528736,0.9826589595375722,0.9626012862866219,0.9996893445169307,0.9997372656409518,,,42.0,2.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9875,1.0,0.9733333333333334,0.9864864864864865,0.9751706796279974,1.0,1.0,,,42.0,3.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,42.0,4.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9937106918238994,0.9864864864864865,1.0,0.9931972789115646,0.9874288396577277,1.0,1.0000000000000004,,,52.0,0.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9814814814814815,0.9642857142857143,1.0,0.9818181818181818,0.9636241116594315,0.9996951684194482,0.9996970271485981,,,52.0,1.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9937888198757764,1.0,0.9880952380952381,0.9940119760479041,0.9876372565002549,1.0,1.0,,,52.0,2.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9937106918238994,1.0,0.9879518072289156,0.9939393939393939,0.9874822855514376,0.9998414711477488,0.9998565691336778,,,52.0,3.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,52.0,4.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9937106918238994,0.9878048780487805,1.0,0.9938650306748467,0.9874921331056723,0.9996834441278886,0.9996970271485983,,,62.0,0.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9937106918238994,0.9836065573770492,1.0,0.9917355371900827,0.9867477578416703,1.0,1.0,,,62.0,1.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,62.0,2.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.99375,1.0,0.9886363636363636,0.9942857142857143,0.9874681765763056,1.0,1.0,,,62.0,3.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9876543209876543,0.9764705882352941,1.0,0.9880952380952381,0.975576657085229,0.9998474912307458,0.9998565691336777,,,62.0,4.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9875,0.989010989010989,0.989010989010989,0.989010989010989,0.9745182353878006,0.9996814779423475,0.999763677183032,,,72.0,0.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,,,72.0,1.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9938271604938271,0.9868421052631579,1.0,0.9933774834437086,0.9876735759141194,1.0,0.9999999999999999,,,72.0,2.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.99375,1.0,0.9878048780487805,0.9938650306748467,0.9875732979546243,1.0,1.0,,,72.0,3.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.99375,1.0,0.9868421052631579,0.9933774834437086,0.9875384540069388,1.0,1.0,,,72.0,4.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,0.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,,,82.0,1.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.99375,1.0,0.9871794871794872,0.9935483870967742,0.9875655717056404,1.0,0.9999999999999998,,,82.0,2.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,82.0,3.0,,,,
main_cv,FusionNN,synthetic_dev,801,0.66,0.9814814814814815,0.9666666666666667,1.0,0.9830508474576272,0.9633275663033837,0.9986206896551724,0.9988240813130894,,,82.0,4.0,,,,
clean_held_out,FusionNN,synthetic_test,199,0.66,0.9949748743718593,1.0,0.9904761904761905,0.9952153110047847,0.989974810443823,1.0,0.9999999999999998,0.003078780493369285,,,,,,,
clean_held_out,LR-TFIDF,synthetic_test,199,0.47,0.8442211055276382,0.8936170212765957,0.8,0.8442211055276382,0.6936170212765957,0.9127659574468086,0.9175435491505325,0.19096252600572347,,,,,,,
clean_held_out,LR-SBERT,synthetic_test,199,0.64,0.9195979899497487,0.9405940594059405,0.9047619047619048,0.9223300970873787,0.8397418379255761,0.9823708206686931,0.9870400179139792,0.05815864986602062,,,,,,,
clean_held_out,LR-Structural,synthetic_test,199,0.51,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,7.497450344614669e-05,,,,,,,
clean_held_out,LR-SBERT+Structural,synthetic_test,199,0.33,0.9949748743718593,1.0,0.9904761904761905,0.9952153110047847,0.989974810443823,1.0,0.9999999999999998,0.0029394625030054527,,,,,,,
clean_held_out,LR-All,synthetic_test,199,0.33,0.9949748743718593,1.0,0.9904761904761905,0.9952153110047847,0.989974810443823,1.0,0.9999999999999998,0.0029426585690639547,,,,,,,
template_held_out,LR-TFIDF,template_test,76,0.47,0.7236842105263158,0.7741935483870968,0.631578947368421,0.6956521739130435,0.455157619711416,,,,,,,ACCOUNT_NOTICE,,,
template_held_out,LR-SBERT,template_test,76,0.64,0.9605263157894737,0.972972972972973,0.9473684210526315,0.96,0.9213717213621486,,,,,,,ACCOUNT_NOTICE,,,
template_held_out,LR-Structural,template_test,76,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,ACCOUNT_NOTICE,,,
template_held_out,LR-SBERT+Structural,template_test,76,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,ACCOUNT_NOTICE,,,
template_held_out,LR-All,template_test,76,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,ACCOUNT_NOTICE,,,
template_held_out,FusionNN,template_test,76,0.66,1.0,1.0,1.0,1.0,1.0,,,,,,,ACCOUNT_NOTICE,,,
template_held_out,LR-TFIDF,template_test,90,0.47,0.7,0.9090909090909091,0.4444444444444444,0.5970149253731343,0.46537892099551725,,,,,,,ADMINISTRATOR_DIRECTIVE,,,
template_held_out,LR-SBERT,template_test,90,0.64,0.9333333333333333,0.9534883720930233,0.9111111111111111,0.9318181818181818,0.8675239039352517,,,,,,,ADMINISTRATOR_DIRECTIVE,,,
